,callsign,runway,arrAirport,initialGateTimeOfDeparture,aircraftType,arrGate,node,optimalExit,optimalValue,meanValue,stdevValue
630,SWA5863,26R,KATL,02/18/2017 15:40:00,B737,C6,14,9,741.57,,
631,DAL1345,26R,KATL,02/18/2017 14:00:00,MD90,T04,12,8,1335.89,,
632,DAL1066,26R,KATL,02/18/2017 16:45:00,MD88,B06,13,8,785.53,,
633,DAL2041,27L,KATL,02/18/2017 16:45:00,MD88,B27,3,58,838.73,,
634,DAL1987,27L,KATL,02/18/2017 15:59:00,MD88,T01,12,59,593.03,,
635,DAL1747,28,KATL,02/18/2017 13:45:00,B739,A29,2,72,1435.0,,
636,DAL2069,26R,KATL,02/18/2017 15:55:00,B712,C50,3,9,618.83,,
637,DAL801,27L,KATL,02/18/2017 15:51:00,A321,A18,7,59,714.57,,
638,DAL2250,26R,KATL,02/18/2017 16:56:00,B712,C35,10,9,952.37,,
639,ASQ5134,27L,KATL,02/18/2017 15:50:00,CRJ7,E31,6,60,349.47,,
640,DAL1616,26R,KATL,02/18/2017 15:00:00,MD90,B11,14,9,1212.24,,
641,DAL2460,27L,KATL,02/18/2017 16:08:00,A321,A03,13,58,568.09,,
642,DAL1612,28,KATL,02/18/2017 16:00:00,MD88,B02,13,72,1303.33,,
643,DAL1986,26R,KATL,02/18/2017 16:08:00,MD88,T07,7,8,811.6,,
644,DAL1602,26R,KATL,02/18/2017 14:00:00,B753,A09,13,8,803.12,,
645,DAL2232,27L,KATL,02/18/2017 16:25:00,MD88,B29,3,61,989.18,,
646,DAL1190,26R,KATL,02/18/2017 16:35:00,MD90,B04,13,8,1207.08,,
647,DAL2901,26R,KATL,02/18/2017 16:46:00,MD88,B21,9,8,567.06,,
648,NKS542,28,KATL,02/18/2017 15:55:00,A319,D4,15,71,1425.8,,
649,DAL1147,26R,KATL,02/18/2017 16:12:00,B712,C34,9,9,709.33,,
650,ASQ5451,26R,KATL,02/18/2017 16:15:00,CRJ9,E35,6,9,297.09,,
651,ASQ5334,28,KATL,02/18/2017 17:20:00,CRJ2,D28,10,72,582.01,,
652,DAL1494,26R,KATL,02/18/2017 16:20:00,MD88,T08,7,8,860.06,,
653,DAL1317,27L,KATL,02/18/2017 17:18:00,MD88,B34,2,59,1061.31,,
654,DAL2251,26R,KATL,02/18/2017 17:20:00,MD88,B32,2,8,615.66,,
655,SWA4995,27L,KATL,02/18/2017 16:10:00,B737,C10,14,59,466.68,,
656,DAL1210,26R,KATL,02/18/2017 14:00:00,B739,A28,1,8,733.82,,
657,DAL2222,26R,KATL,02/18/2017 14:30:00,B739,A32,1,8,762.03,,
658,DAL1598,27L,KATL,02/18/2017 14:00:00,B739,B22,8,59,530.19,,
659,DAL952,27L,KATL,02/18/2017 17:15:00,B739,A31,2,59,1113.15,,
660,NKS452,27L,KATL,02/18/2017 17:21:00,A319,D4,15,60,484.73,,
661,SWA5279,26R,KATL,02/18/2017 16:10:00,B737,C13,15,9,742.35,,
662,DAL2454,27L,KATL,02/18/2017 14:45:00,B752,E07,17,60,594.59,,
663,DAL2452,26R,KATL,02/18/2017 17:15:00,MD88,B26,2,8,641.84,,
664,DAL1160,27L,KATL,02/18/2017 17:06:00,B712,D05,16,61,583.81,,
665,ASQ5256,26R,KATL,02/18/2017 17:39:00,CRJ2,D31,5,9,223.8,,
666,DAL1353,27L,KATL,02/18/2017 17:55:00,MD90,B31,3,61,941.24,,
667,DAL1377,27L,KATL,02/18/2017 17:15:00,MD88,B36,2,59,991.35,,
668,DAL2020,27L,KATL,02/18/2017 15:30:00,B739,A33,2,59,1095.81,,
669,DAL1560,27L,KATL,02/18/2017 17:50:00,B712,C33,10,59,702.08,,
670,DAL1920,26R,KATL,02/18/2017 16:45:00,B712,C50,3,9,611.44,,
671,DAL94,26R,KATL,02/18/2017 17:15:00,B739,A34,1,8,736.98,,
672,DAL1235,26R,KATL,02/18/2017 17:05:00,B712,C37,10,9,655.3,,
673,DAL1325,27L,KATL,02/18/2017 17:05:00,B712,C43,4,59,813.44,,
674,DAL1868,27L,KATL,02/18/2017 17:14:00,MD90,B24,2,59,635.01,,
675,DAL781,26R,KATL,02/18/2017 16:55:00,MD90,B16,8,8,635.47,,
676,DAL920,26R,KATL,02/18/2017 18:00:00,MD88,A30,1,8,777.02,,
677,ASQ5550,27L,KATL,02/18/2017 17:34:00,CRJ2,D46,5,61,312.76,,
678,DAL1556,27L,KATL,02/18/2017 17:50:00,MD88,B13,9,59,588.37,,
679,EDV3431,27L,KATL,02/18/2017 18:25:00,CRJ9,D07,16,60,188.65,,
680,DAL1420,27L,KATL,02/18/2017 16:50:00,A321,A11,13,57,734.15,,
681,DAL1177,26R,KATL,02/18/2017 17:18:00,B752,A05,13,8,769.09,,
682,DAL1156,26R,KATL,02/18/2017 14:41:00,B739,A24,1,8,737.66,,
683,DAL2310,27L,KATL,02/18/2017 17:00:00,MD88,B33,3,59,671.91,,
684,ASQ5489,27L,KATL,02/18/2017 18:12:00,CRJ2,D33,5,59,386.2,,
685,DAL1725,27L,KATL,02/18/2017 17:50:00,MD88,T04,12,59,652.89,,
686,DAL800,26R,KATL,02/18/2017 16:40:00,MD88,B07,14,9,784.02,,
687,RPA4682,26R,KATL,02/18/2017 16:40:00,E75S,T12,1,8,405.46,,
688,DAL1622,27L,KATL,02/18/2017 18:30:00,B712,C41,4,61,867.26,,
689,DAL1215,26R,KATL,02/18/2017 15:20:00,B752,A26,1,8,738.83,,
690,DAL2088,27L,KATL,02/18/2017 18:10:00,MD88,E34,5,61,790.27,,
691,NKS481,26R,KATL,02/18/2017 17:15:00,A319,D1A,16,9,641.47,,
692,SWA686,26R,KATL,02/18/2017 18:40:00,B733,C17,10,9,624.25,,
693,DAL2387,27L,KATL,02/18/2017 16:37:00,MD88,B09,14,59,499.16,,
694,ASQ5101,27L,KATL,02/18/2017 18:15:00,CRJ2,D40,4,61,325.19,,
695,DAL2622,26R,KATL,02/18/2017 17:50:00,MD88,B01,14,9,807.85,,
696,ENY3679,26R,KATL,02/18/2017 17:50:00,CRJ7,T9,7,8,356.7,,
697,AAL843,26R,KATL,02/18/2017 18:25:00,E190,D21,11,9,206.25,,
698,SWA2461,26R,KATL,02/18/2017 17:55:00,B737,C16,9,9,714.84,,
699,SWA2250,27L,KATL,02/18/2017 17:55:00,B737,C9,15,60,530.21,,
700,DAL1599,26R,KATL,02/18/2017 18:15:00,MD88,B21,9,9,759.91,,
701,DAL1915,27L,KATL,02/18/2017 17:25:00,A320,B17,9,59,563.5,,
702,DAL1905,27L,KATL,02/18/2017 17:25:00,A321,A04,12,59,614.88,,
703,UAL410,26R,KATL,02/18/2017 17:14:00,B739,T13,1,8,696.95,,
704,DAL1648,26R,KATL,02/18/2017 18:17:00,B712,C34,9,9,675.97,,
705,ASQ5329,27L,KATL,02/18/2017 19:00:00,CRJ2,D44,4,61,311.43,,
706,ASQ5443,27L,KATL,02/18/2017 18:28:00,CRJ2,D14,10,60,257.68,,
707,DAL2146,26R,KATL,02/18/2017 18:00:00,MD90,B32,2,8,1015.07,,
708,DAL1914,26R,KATL,02/18/2017 17:55:00,MD90,B02,13,8,1221.25,,
709,DAL1530,26R,KATL,02/18/2017 19:15:00,A319,C43,4,9,577.44,,
710,DAL1108,27L,KATL,02/18/2017 15:30:00,A333,E14,6,59,1415.77,,
711,ASQ5399,26R,KATL,02/18/2017 19:00:00,CRJ2,D12,10,9,297.98,,
712,ASQ5106,26R,KATL,02/18/2017 18:35:00,CRJ9,E27,6,9,295.01,,
713,DAL2325,26R,KATL,02/18/2017 16:40:00,B752,A12,7,8,1066.52,,
714,DAL1375,27L,KATL,02/18/2017 16:10:00,B763,A21,8,59,792.24,,
715,DAL116,27L,KATL,02/18/2017 19:30:00,MD88,T05,12,59,595.41,,
716,DAL1470,26R,KATL,02/18/2017 18:07:00,B712,C40,3,9,604.3,,
717,DAL1762,27L,KATL,02/18/2017 17:30:00,MD88,B06,13,59,441.41,,
718,SWA3336,26R,KATL,02/18/2017 18:35:00,B733,C10,14,9,788.85,,
719,ASQ5352,27L,KATL,02/18/2017 19:00:00,CRJ2,D41,5,61,274.94,,
720,DAL393,27L,KATL,02/18/2017 18:44:00,MD88,B34,2,59,1014.87,,
721,AAL1650,27L,KATL,02/18/2017 16:50:00,A320,T10,7,59,679.08,,
722,SWA1637,26R,KATL,02/18/2017 18:50:00,B737,C2,14,9,899.04,,
723,ASQ5314,26R,KATL,02/18/2017 18:51:00,CRJ2,D28,10,9,263.99,,
724,DAL1803,27L,KATL,02/18/2017 19:08:00,MD88,A33,2,59,971.2,,
725,SWA749,26R,KATL,02/18/2017 18:40:00,B733,C5,15,9,880.56,,
726,DAL1106,27L,KATL,02/18/2017 19:20:00,B712,C37,10,61,741.19,,
727,DAL2225,26R,KATL,02/18/2017 18:05:00,MD88,B33,3,9,647.32,,
728,DAL2577,27L,KATL,02/18/2017 19:20:00,B712,D09,16,59,762.29,,
729,ASQ5138,27L,KATL,02/18/2017 19:00:00,CRJ9,E29,6,59,406.65,,
730,ASQ5321,27L,KATL,02/18/2017 19:15:00,CRJ2,C49,4,60,309.49,,
731,DAL752,27L,KATL,02/18/2017 19:45:00,B712,C50,3,61,1022.26,,
732,DAL1912,27L,KATL,02/18/2017 18:52:00,B712,D05,16,59,738.76,,
733,DAL2864,26R,KATL,02/18/2017 16:15:00,B739,F08,18,11,877.14,,
734,DAL1613,26R,KATL,02/18/2017 19:25:00,MD90,B36,2,8,990.92,,
735,DAL2018,27L,KATL,02/18/2017 18:25:00,A321,T08,7,59,720.33,,
736,DAL1119,28,KATL,02/18/2017 19:30:00,A319,D8A,15,72,1308.43,,
737,DAL751,26R,KATL,02/18/2017 19:00:00,MD88,B11,14,9,1209.15,,
738,DAL1068,27L,KATL,02/18/2017 17:45:00,B753,T01,12,59,617.9,,
739,DAL1522,26R,KATL,02/18/2017 19:03:00,MD88,B23,9,9,696.04,,
740,DAL1161,26R,KATL,02/18/2017 19:24:00,MD88,A32,1,8,778.3,,
741,AAL2109,28,KATL,02/18/2017 18:55:00,A320,D23,11,72,1438.43,,
742,DAL1058,27L,KATL,02/18/2017 19:20:00,A321,A07,13,59,478.07,,
743,DAL464,27L,KATL,02/18/2017 18:35:00,MD88,B18,8,58,743.18,,
744,DAL1558,26R,KATL,02/18/2017 18:44:00,B712,C52,3,9,1028.66,,
745,DAL2617,26R,KATL,02/18/2017 19:00:00,B712,C42,3,9,632.0,,
746,SWA2055,27L,KATL,02/18/2017 17:15:00,B738,C3,15,59,617.45,,
747,EDV3483,26R,KATL,02/18/2017 20:14:00,CRJ9,D40,4,9,394.27,,
748,DAL2505,27L,KATL,02/18/2017 19:15:00,B712,C36,9,61,871.25,,
749,DAL1061,27L,KATL,02/18/2017 20:18:00,B712,C33,10,59,732.6,,
750,DAL2026,27L,KATL,02/18/2017 17:55:00,A321,A06,12,59,592.24,,
751,AAL1678,27L,KATL,02/18/2017 18:36:00,E190,T11,7,58,284.07,,
752,DAL1232,28,KATL,02/18/2017 18:36:00,B737,E09,17,73,1298.08,,
753,SWA5297,26R,KATL,02/18/2017 18:35:00,B738,C20,9,9,682.72,,
754,ASQ5478,27L,KATL,02/18/2017 19:35:00,CRJ9,D34,4,60,306.6,,
755,ASQ5292,27L,KATL,02/18/2017 20:21:00,CRJ2,D26,10,60,254.92,,
756,DAL1230,26R,KATL,02/18/2017 19:44:00,B712,C55,4,9,695.66,,
757,ASQ5245,26R,KATL,02/18/2017 20:00:00,CRJ9,D12,10,9,269.99,,
758,DAL200,26R,KATL,02/18/2017 19:15:00,B739,A30,1,8,1205.74,,
759,DAL1611,26R,KATL,02/18/2017 20:00:00,MD88,A19,8,8,695.68,,
760,DAL2540,27L,KATL,02/18/2017 19:20:00,MD88,T03,12,59,592.49,,
761,DAL2401,26R,KATL,02/18/2017 19:00:00,B712,C34,9,9,698.14,,
762,DAL151,26R,KATL,02/18/2017 19:55:00,A321,A11,13,8,783.79,,
763,DAL72,28,KATL,02/18/2017 20:20:00,MD90,A28,1,72,1615.08,,
764,DAL2156,26R,KATL,02/18/2017 19:15:00,B712,C47,4,9,991.39,,
765,DAL2133,26R,KATL,02/18/2017 20:40:00,MD88,B29,3,9,621.67,,
766,DAL1101,27L,KATL,02/18/2017 20:30:00,MD88,B25,9,59,572.59,,
767,DAL1765,27L,KATL,02/18/2017 19:54:00,MD88,T04,12,59,615.94,,
768,DAL1052,26R,KATL,02/18/2017 17:55:00,B738,E03,17,9,897.17,,
769,NKS146,26R,KATL,02/18/2017 19:00:00,A320,D4,15,9,1140.38,,
770,DAL2297,27L,KATL,02/18/2017 20:45:00,MD90,B20,8,59,589.81,,
771,DAL1676,26R,KATL,02/18/2017 20:49:00,MD88,E27,6,11,418.54,,
772,DAL1425,26R,KATL,02/18/2017 20:03:00,B712,D11,11,9,550.66,,
773,ASQ5216,26R,KATL,02/18/2017 20:06:00,CRJ2,D39,5,9,219.5,,
774,ASQ5377,26R,KATL,02/18/2017 20:00:00,CRJ9,D35,5,9,177.13,,
775,ASQ5139,26R,KATL,02/18/2017 20:05:00,CRJ9,D44,4,9,250.07,,
776,SKW4786,28,KATL,02/18/2017 21:00:00,CRJ2,D46,5,73,636.04,,
777,DAL2564,28,KATL,02/18/2017 19:55:00,MD88,A25,2,71,1646.82,,
778,DAL14,26R,KATL,02/18/2017 18:25:00,B752,A24,1,8,724.76,,
779,ASQ5140,28,KATL,02/18/2017 20:35:00,CRJ9,D07,16,73,459.75,,
780,DAL995,28,KATL,02/18/2017 20:00:00,MD90,B10,13,73,1445.67,,
781,NKS770,28,KATL,02/18/2017 19:16:00,A320,D1,16,73,1131.85,,
782,ASQ5122,28,KATL,02/18/2017 20:36:00,CRJ2,D33,5,73,554.67,,
783,SWA5438,26R,KATL,02/18/2017 19:30:00,B737,C2,14,9,1172.28,,
784,DAL1546,28,KATL,02/18/2017 18:30:00,B739,A16,7,72,1525.89,,
785,DAL1399,26R,KATL,02/18/2017 20:05:00,B712,C41,4,9,576.73,,
786,ASQ5121,28,KATL,02/18/2017 21:01:00,CRJ9,C30,9,73,520.46,,
787,SKW4631,28,KATL,02/18/2017 20:30:00,CRJ2,D32,4,72,611.21,,
788,DAL1250,26R,KATL,02/18/2017 20:07:00,MD88,B13,9,9,709.76,,
789,DAL1992,27L,KATL,02/18/2017 19:55:00,B739,A31,2,59,1086.53,,
790,DAL1939,26R,KATL,02/18/2017 20:17:00,MD88,B02,13,8,817.11,,
791,DAL1827,27L,KATL,02/18/2017 18:57:00,B752,E16,6,60,840.0,,
792,NKS403,27L,KATL,02/18/2017 17:27:00,A319,D1A,16,60,472.32,,
793,SWA5021,27L,KATL,02/18/2017 19:30:00,B733,C4,14,59,466.61,,
794,ASQ5246,27L,KATL,02/18/2017 17:12:00,CRJ7,D15,11,60,231.03,,
795,AAL232,27L,KATL,02/18/2017 20:25:00,A321,T10,7,59,699.43,,
796,ASQ5219,27L,KATL,02/18/2017 21:00:00,CRJ2,D30,4,59,316.9,,
797,DAL2272,27L,KATL,02/18/2017 20:05:00,B752,A12,7,58,473.15,,
798,SWA3508,26R,KATL,02/18/2017 19:05:00,B737,C1,15,9,1177.6,,
799,NKS219,26R,KATL,02/18/2017 20:45:00,A320,D4,15,9,742.38,,
800,DAL2446,27L,KATL,02/18/2017 19:51:00,B752,A21,8,59,885.25,,
801,AAL1398,27L,KATL,02/18/2017 20:35:00,B738,T9,7,59,704.84,,
802,DAL1292,26R,KATL,02/18/2017 21:00:00,MD90,T03,12,8,918.51,,
803,SWA1335,26R,KATL,02/18/2017 20:45:00,B737,C12,14,9,802.7,,
804,DAL1677,27L,KATL,02/18/2017 21:00:00,B712,E06,16,59,747.68,,
805,ASA746,26R,KATL,02/18/2017 17:55:00,B739,D3,16,9,639.48,,
806,DAL1916,26R,KATL,02/18/2017 20:00:00,MD90,T06,7,8,817.32,,
807,DAL1422,26R,KATL,02/18/2017 22:00:00,B712,C40,3,9,723.62,,
808,DAL1107,27L,KATL,02/18/2017 21:55:00,MD90,B36,2,59,645.92,,
809,DAL24,27L,KATL,02/18/2017 20:50:00,MD88,B06,13,59,840.27,,
810,AAL2247,26R,KATL,02/18/2017 21:00:00,B738,T11,7,8,811.0,,
811,DAL1861,26R,KATL,02/18/2017 21:30:00,MD88,B33,3,9,604.55,,
812,DAL1178,26R,KATL,02/18/2017 21:25:00,MD88,B25,9,9,701.8,,
813,DAL1416,26R,KATL,02/18/2017 21:55:00,MD88,A20,7,8,820.49,,
814,DAL1626,27L,KATL,02/18/2017 22:10:00,MD88,A33,2,58,792.01,,
815,SWA726,26R,KATL,02/18/2017 21:10:00,B737,C16,9,9,675.23,,
816,DAL2206,26R,KATL,02/18/2017 21:20:00,MD88,A18,7,8,848.41,,
817,DAL663,26R,KATL,02/18/2017 21:45:00,B712,D11,11,9,521.99,,
818,DAL1736,26R,KATL,02/18/2017 21:38:00,MD88,B32,2,8,1004.02,,
819,DAL2169,26R,KATL,02/18/2017 19:20:00,B752,A15,8,8,646.59,,
820,SWA5427,27L,KATL,02/18/2017 21:05:00,B737,C15,10,59,672.77,,
821,DAL768,27L,KATL,02/18/2017 21:35:00,MD90,A28,1,59,752.77,,
822,DAL1281,26R,KATL,02/18/2017 22:00:00,B712,D9A,16,9,1020.01,,
823,SWA2098,26R,KATL,02/18/2017 20:40:00,B738,C13,15,8,719.05,,
824,DAL815,27L,KATL,02/18/2017 21:55:00,MD88,T04,12,59,645.25,,
825,DAL2299,26R,KATL,02/18/2017 20:55:00,MD88,B26,2,8,610.04,,
826,SWA5909,27L,KATL,02/18/2017 21:40:00,B733,C3,15,60,537.53,,
827,SWA4705,26R,KATL,02/18/2017 18:55:00,B738,C16,9,9,685.39,,
828,DAL1814,27L,KATL,02/18/2017 22:15:00,MD88,B11,14,59,491.7,,
829,SWA4946,27L,KATL,02/18/2017 21:35:00,B737,C17,10,59,744.68,,
830,DAL1398,27L,KATL,02/18/2017 21:20:00,B712,C37,10,59,715.79,,
831,DAL2642,26R,KATL,02/18/2017 22:15:00,B712,A34,1,8,752.68,,
832,ASQ5483,26R,KATL,02/18/2017 21:44:00,CRJ2,C36,9,8,241.69,,
833,DAL2897,26R,KATL,02/18/2017 22:00:00,MD88,B29,3,9,618.97,,
834,DAL1271,26R,KATL,02/18/2017 21:36:00,A320,A32,1,8,742.6,,
835,SKW4445,26R,KATL,02/18/2017 20:08:00,CRJ7,D44,4,9,232.01,,
836,ASQ5145,27L,KATL,02/18/2017 22:00:00,CRJ2,D29,5,60,261.67,,
837,ASQ5167,26R,KATL,02/18/2017 22:30:00,CRJ2,D46,5,9,177.67,,
838,SWA2169,26R,KATL,02/18/2017 19:10:00,B738,C7,15,9,1243.9,,
839,AAL1249,26R,KATL,02/18/2017 18:35:00,B738,T12,1,8,548.78,,
840,DAL1220,26R,KATL,02/18/2017 19:25:00,B739,A07,13,8,761.77,,
841,DAL2393,27L,KATL,02/18/2017 21:59:00,A321,A03,13,59,463.61,,
842,ASH6105,27L,KATL,02/18/2017 21:42:00,E75L,T14,1,58,313.32,,
843,SKW4569,26R,KATL,02/18/2017 22:12:00,CRJ2,D31,5,9,181.13,,
844,DAL2124,26R,KATL,02/18/2017 21:14:00,MD88,B18,8,8,678.24,,
845,DAL2047,27L,KATL,02/18/2017 22:24:00,A321,T08,7,59,674.81,,
846,DAL2172,27L,KATL,02/18/2017 22:30:00,A321,C43,4,58,996.94,,
847,DAL2289,26R,KATL,02/18/2017 21:55:00,B752,A01,13,8,804.75,,
848,DAL43,26R,KATL,02/18/2017 20:45:00,MD88,T02,12,8,1345.28,,
849,DAL1862,27L,KATL,02/18/2017 21:35:00,MD88,A02,12,59,576.08,,
850,ASQ5108,26R,KATL,02/18/2017 21:46:00,CRJ7,D46,5,9,188.53,,
851,DAL2216,26R,KATL,02/18/2017 21:40:00,B752,B04,13,8,1202.2,,
852,DAL2084,26R,KATL,02/18/2017 22:40:00,B739,A16,7,8,819.42,,
853,DAL1093,26R,KATL,02/18/2017 22:25:00,B712,D07,16,9,600.05,,
854,SWA4920,27L,KATL,02/18/2017 22:25:00,B733,C6,14,59,478.58,,
855,DAL2544,26R,KATL,02/18/2017 22:35:00,A321,A24,1,8,703.77,,
856,DAL2049,26R,KATL,02/18/2017 19:59:00,A333,E12,11,9,740.08,,
857,SWA5599,26R,KATL,02/18/2017 22:20:00,B737,C1,15,9,729.1,,
858,DAL1241,26R,KATL,02/18/2017 22:25:00,MD90,B12,8,8,1114.92,,
859,SWA5338,27L,KATL,02/18/2017 23:05:00,B737,C15,10,59,691.17,,
860,NKS600,27L,KATL,02/18/2017 21:58:00,A319,D3,16,60,444.64,,
861,DAL1110,27L,KATL,02/18/2017 23:25:00,A321,A09,13,58,558.22,,
862,DAL1224,27L,KATL,02/18/2017 22:50:00,B712,C42,3,59,648.74,,
863,DAL2256,26R,KATL,02/18/2017 22:55:00,MD88,B34,2,8,614.49,,
864,DAL1958,26R,KATL,02/18/2017 23:00:00,MD88,A25,2,8,614.91,,
865,DAL1772,26R,KATL,02/18/2017 21:25:00,A321,B22,8,8,680.87,,
866,DAL1998,27L,KATL,02/18/2017 23:10:00,MD88,A33,2,59,682.13,,
867,DAL2504,27L,KATL,02/18/2017 23:05:00,B712,C41,4,59,786.79,,
868,DAL2224,27L,KATL,02/18/2017 22:46:00,MD88,A20,7,59,684.44,,
869,DAL2245,26R,KATL,02/18/2017 22:59:00,B739,T08,7,8,791.39,,
870,AAL1833,26R,KATL,02/18/2017 22:45:00,E190,D23,11,9,214.74,,
871,DAL2396,27L,KATL,02/18/2017 23:31:00,B753,A18,7,59,645.85,,
872,DAL30,27L,KATL,02/18/2017 23:15:00,MD88,B31,3,59,633.57,,
873,DAL1402,26R,KATL,02/18/2017 21:35:00,B739,A16,7,8,793.06,,
874,DAL1429,26R,KATL,02/18/2017 20:58:00,B739,C37,10,9,603.36,,
875,ASQ5141,26R,KATL,02/18/2017 23:02:00,CRJ9,D14,10,9,305.58,,
876,DAL1925,27L,KATL,02/18/2017 22:30:00,B737,B17,9,59,593.59,,
877,SWA4646,26R,KATL,02/19/2017 00:01:00,B733,C12,14,9,898.01,,
878,RPA4400,26R,KATL,02/18/2017 23:00:00,E75S,T9,7,8,322.38,,
879,SWA5359,26R,KATL,02/18/2017 21:15:00,B737,C13,15,9,710.27,,
880,DAL1430,26R,KATL,02/18/2017 22:00:00,B739,A27,2,8,596.48,,
881,DAL1700,26R,KATL,02/18/2017 23:15:00,A320,C49,4,9,538.65,,
882,DAL2483,26R,KATL,02/19/2017 00:20:00,B712,C47,4,9,546.36,,
883,AAL760,26R,KATL,02/19/2017 01:10:00,A320,E36,5,9,455.08,,
884,FFT423,26R,KATL,02/18/2017 23:30:00,A320,D1A,16,9,590.5,,
885,SWA1338,26R,KATL,02/19/2017 00:55:00,B738,C16,9,9,642.16,,
886,NKS251,26R,KATL,02/18/2017 22:58:00,A320,D3,16,9,614.19,,
887,DAL1239,26R,KATL,02/19/2017 00:55:00,A319,B19,9,9,658.6,,
888,AAL2319,26R,KATL,02/19/2017 00:50:00,A319,T12,1,8,728.07,,
889,AAL2408,27L,KATL,02/19/2017 00:46:00,B738,T11,7,59,677.41,,
890,AAL1446,27L,KATL,02/19/2017 01:03:00,A319,T10,7,59,650.51,,
891,DAL2012,26R,KATL,02/19/2017 00:25:00,B763,A19,8,8,1005.73,,
892,SWA3978,27L,KATL,02/19/2017 00:01:00,B737,C13,15,61,677.88,,
893,DAL1554,26R,KATL,02/18/2017 23:15:00,B752,T07,7,8,1200.4,,
894,NKS569,26R,KATL,02/19/2017 02:07:00,A320,E32,5,9,366.38,,
895,AAL1691,27L,KATL,02/19/2017 02:30:00,A321,T12,1,59,719.84,,
896,AAL2513,27L,KATL,02/19/2017 00:10:00,B738,T10,7,58,608.86,,
897,NKS230,27L,KATL,02/19/2017 02:30:00,A321,E34,5,61,743.89,,
898,ASA750,27L,KATL,02/19/2017 00:15:00,B739,D3,16,61,558.49,,
899,AAL1854,27L,KATL,02/19/2017 03:35:00,A319,D21,11,59,803.78,,
900,AAL2512,27L,KATL,02/19/2017 02:41:00,A319,T11,7,59,640.81,,
901,FFT426,26R,KATL,02/19/2017 03:04:00,A320,D1,16,9,608.79,,
902,RPA3543,26R,KATL,02/19/2017 01:30:00,E75L,T13,1,8,293.37,,
903,AAL1116,26R,KATL,02/19/2017 06:10:00,B738,T11,7,8,740.24,,
904,DAL2480,26R,KATL,02/19/2017 07:25:00,B739,A19,8,8,455.62,,
905,DAL1446,26R,KATL,02/19/2017 06:55:00,B739,A05,13,8,798.0,,
906,FFT429,27L,KATL,02/19/2017 10:15:00,A320,D1,16,60,434.98,,
907,DAL823,26R,KATL,02/19/2017 11:00:00,MD90,A17,8,8,437.92,,
908,DAL1457,26R,KATL,02/19/2017 11:15:00,MD90,B16,8,8,661.75,,
909,DAL2815,26R,KATL,02/19/2017 07:45:00,B753,A11,13,8,771.36,,
910,DAL935,26R,KATL,02/19/2017 10:30:00,B712,D09,16,9,630.78,,
911,DAL1275,26R,KATL,02/19/2017 11:00:00,MD88,B12,8,8,1027.14,,
912,DAL2914,26R,KATL,02/19/2017 11:20:00,B712,C46,3,9,622.17,,
913,DAL1960,26R,KATL,02/19/2017 10:45:00,B712,C37,10,9,611.82,,
914,DAL1482,27L,KATL,02/19/2017 11:00:00,B752,A09,13,59,464.4,,
915,DAL1988,27L,KATL,02/19/2017 11:00:00,A321,A02,12,59,570.67,,
916,ASQ5270,27L,KATL,02/19/2017 11:15:00,CRJ2,D38,4,59,329.76,,
917,DAL2830,26R,KATL,02/19/2017 11:00:00,MD88,D12,10,9,639.28,,
918,DAL1542,27L,KATL,02/19/2017 10:55:00,MD88,E04,16,59,751.91,,
919,ASQ5165,27L,KATL,02/19/2017 11:30:00,CRJ2,D26,10,60,247.78,,
920,DAL1366,27L,KATL,02/19/2017 11:25:00,MD88,B04,13,59,472.11,,
921,DAL2211,26R,KATL,02/19/2017 10:40:00,A320,E11,17,9,847.62,,
922,DAL1872,27L,KATL,02/19/2017 11:05:00,A321,T06,7,59,716.13,,
923,DAL1680,26R,KATL,02/19/2017 12:00:00,MD88,A29,2,8,657.36,,
924,DAL1458,27L,KATL,02/19/2017 11:30:00,MD88,A31,2,59,1072.21,,
925,DAL1640,26R,KATL,02/19/2017 11:00:00,B753,A20,7,8,825.6,,
926,DAL2268,26R,KATL,02/19/2017 11:00:00,MD88,B05,14,9,785.05,,
927,DAL458,27L,KATL,02/19/2017 11:00:00,B739,E03,17,59,884.1,,
928,DAL678,27L,KATL,02/19/2017 12:00:00,B712,C55,4,61,846.27,,
929,DAL2259,27L,KATL,02/19/2017 11:40:00,B712,C33,10,59,697.25,,
930,DAL1682,26R,KATL,02/19/2017 11:40:00,B737,B17,9,9,842.54,,
931,DAL305,26R,KATL,02/19/2017 12:00:00,MD88,B31,3,9,629.17,,
932,DAL2290,26R,KATL,02/19/2017 11:00:00,MD90,B34,2,8,627.03,,
933,DAL875,26R,KATL,02/19/2017 11:00:00,MD90,B14,8,8,676.64,,
934,DAL2621,28,KATL,02/19/2017 12:20:00,MD88,B01,14,72,1268.39,,
935,DAL1266,26R,KATL,02/19/2017 11:00:00,MD88,B26,2,8,578.15,,
936,DAL1499,26R,KATL,02/19/2017 12:00:00,MD88,C52,3,9,627.96,,
937,DAL1256,28,KATL,02/19/2017 12:00:00,MD88,B20,8,73,1289.13,,
938,DAL2171,26R,KATL,02/19/2017 12:05:00,A320,E09,17,9,869.14,,
939,DAL1324,26R,KATL,02/19/2017 12:25:00,MD88,D13,11,9,530.09,,
940,DAL2596,27L,KATL,02/19/2017 12:10:00,MD88,T04,12,58,423.47,,
