,callsign,runway,arrAirport,initialGateTimeOfDeparture,aircraftType,arrGate,node,optimalExit,optimalValue,meanValue,stdevValue
296,UAL1104,34R,KDEN,02/20/2017 08:45:00,B738,B26,9,16,2148.58,,
297,UAL495,35L,KDEN,02/20/2017 13:40:00,B739,B32,9,49,1177.82,,
298,UAL1947,35R,KDEN,02/20/2017 12:59:00,B739,B28,9,39,1599.58,,
299,UAL311,35R,KDEN,02/20/2017 13:30:00,B738,B20,9,39,1518.13,,
300,UAL726,35R,KDEN,02/20/2017 15:18:00,A320,B45,6,39,1967.87,,
301,UAL1274,35R,KDEN,02/20/2017 14:59:00,A320,B37,5,39,2068.3,,
302,UAL2028,34R,KDEN,02/20/2017 14:39:00,B739,B24,9,20,1242.24,,
303,UAL739,35L,KDEN,02/20/2017 12:55:00,B752,B42,10,46,1142.87,,
304,UAL503,35L,KDEN,02/20/2017 17:33:00,B738,B22,9,49,652.44,,
305,UAL1982,35L,KDEN,02/20/2017 18:50:00,B738,B43,6,46,828.18,,
306,UAL1702,34R,KDEN,02/20/2017 21:35:00,B738,B26,9,18,1933.29,,
307,UAL2030,16R,KDEN,02/20/2017 22:06:00,B739,B31,5,5,1443.37,,
308,UAL521,34R,KDEN,02/21/2017 00:39:00,A319,B23,5,24,666.79,,
309,UAL669,34R,KDEN,02/20/2017 23:54:00,B738,B32,9,18,1903.19,,
310,UAL1893,16L,KDEN,02/21/2017 00:54:00,A320,B28,9,21,1887.2,,
311,UAL273,16R,KDEN,02/21/2017 01:22:00,B738,B20,9,5,1475.8,,
312,JBU993,16L,KDEN,02/21/2017 00:33:00,A320,A33,12,21,1302.79,,
313,JBU97,16L,KDEN,02/21/2017 01:21:00,A321,A35,12,21,1385.53,,
314,ASA678,16L,KDEN,02/21/2017 03:40:00,B739,C39,1,21,927.6,,
